filename,cd_alg,pc_alpha,graph_p_threshold,velocity_angle,velocity_magnitude,react_rate,init_concentration,t_max,diff_coefs_serial,M-Stencil Angle Difference,angle_error_exceeds_45
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_2.598076211353316_1.4999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,3.0,1.0,50,0.8,0.1,14.79654897832313,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.2246467991473532e-16_2.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,2.0,1.0,50,0.8,0.2,179.9094779366057,True
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,1.0,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_9.184850993605148e-17_1.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.5,1.0,50,0.8,0.4,0.1936960081133634,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_3.8637033051562732_1.035276180410083_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,4.0,1.0,50,0.8,0.2,21.64800995356282,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_0.7071067811865476_0.7071067811865475_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.0,1.0,50,0.8,0.05,0.15489097745819436,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_2.598076211353316_1.4999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,3.0,1.0,50,0.8,0.4,0.82174767374201,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_0.5000000000000001_0.8660254037844386_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,1.0,1.0,50,0.8,0.05,12.156790047001152,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_2.8284271247461903_2.82842712474619_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,4.0,1.0,50,0.8,0.4,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_0.9659258262890683_0.25881904510252074_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.0,1.0,50,0.8,0.05,11.454988199218121,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_0.3882285676537811_1.4488887394336025_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,1.5,1.0,50,0.8,0.1,11.214738725795655,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.035276180410083_3.8637033051562732_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,4.0,1.0,50,0.8,0.005,16.006519772349748,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_1.0606601717798214_1.0606601717798212_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.5,1.0,50,0.8,0.4,179.9999999999999,True
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_0.7764571353075622_2.897777478867205_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,3.0,1.0,50,0.8,0.2,1.4154494507576487,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_2.165063509461097_1.2499999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,2.5,1.0,50,0.8,0.05,14.554752214276306,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.4142135623730951_1.414213562373095_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,2.0,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_0.7764571353075622_2.897777478867205_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,3.0,1.0,50,0.8,0.01,4.0610259859959115,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_0.7071067811865476_0.7071067811865475_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.0,1.0,50,0.8,0.1,0.372127422523306,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_2.8284271247461903_2.82842712474619_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,4.0,1.0,50,0.8,0.1,0.0037616366876136453,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_2.121320343559643_2.1213203435596424_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,3.0,1.0,50,0.8,0.4,0.0,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_9.184850993605148e-17_1.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.5,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_4.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,4.0,1.0,50,0.8,0.05,0.0,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_0.25881904510252074_0.9659258262890683_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,1.0,1.0,50,0.8,0.01,48.78942714537874,True
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_2.121320343559643_2.1213203435596424_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,3.0,1.0,50,0.8,0.1,0.004723060263415846,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_4.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,4.0,1.0,50,0.8,0.1,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_3.8637033051562732_1.035276180410083_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,4.0,1.0,50,0.8,0.05,63.19541721330313,True
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_4.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,4.0,1.0,50,0.8,0.4,0.02524950395934411,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_2.897777478867205_0.7764571353075622_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,3.0,1.0,50,0.8,0.1,9.340663066632857,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.8369701987210297e-16_3.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,3.0,1.0,50,0.8,0.01,0.0,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_3.464101615137755_1.9999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,4.0,1.0,50,0.8,0.005,14.39412069340932,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_0.5000000000000001_0.8660254037844386_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,1.0,1.0,50,0.8,0.005,13.217325401694268,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_6.123233995736766e-17_1.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.0,1.0,50,0.8,0.4,0.08261500725728865,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_2.897777478867205_0.7764571353075622_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,3.0,1.0,50,0.8,0.4,13.709500919944759,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.8369701987210297e-16_3.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,3.0,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_2.897777478867205_0.7764571353075622_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,3.0,1.0,50,0.8,0.2,1.3944212266619616,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_2.0000000000000004_3.4641016151377544_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,4.0,1.0,50,0.8,0.2,9.00471428773028,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_2.121320343559643_2.1213203435596424_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,3.0,1.0,50,0.8,0.01,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_2.598076211353316_1.4999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,3.0,1.0,50,0.8,0.05,1.9341445031985813,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_4.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,4.0,1.0,50,0.8,0.2,0.06668090513306879,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_2.897777478867205_0.7764571353075622_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,3.0,1.0,50,0.8,0.01,4.063696639531031,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_2.121320343559643_2.1213203435596424_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,3.0,1.0,50,0.8,0.2,0.00013546448622037133,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_3.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,3.0,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_2.0000000000000004_3.4641016151377544_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,4.0,1.0,50,0.8,0.01,2.3342970908110203,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.299038105676658_0.7499999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,1.5,1.0,50,0.8,0.05,105.0,True
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_4.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,4.0,1.0,50,0.8,0.01,0.0,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_0.9659258262890683_0.25881904510252074_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.0,1.0,50,0.8,0.4,28.444558131136148,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.8369701987210297e-16_3.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,3.0,1.0,50,0.8,0.2,0.0009209427320229224,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.0606601717798214_1.0606601717798212_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.5,1.0,50,0.8,0.1,0.014379292035727076,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_0.3882285676537811_1.4488887394336025_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,1.5,1.0,50,0.8,0.4,6.988307079782885,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_1.8369701987210297e-16_3.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,3.0,1.0,50,0.8,0.4,0.04009876641674737,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_0.7764571353075622_2.897777478867205_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,3.0,1.0,50,0.8,0.1,9.331167605765813,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_0.7764571353075622_2.897777478867205_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,3.0,1.0,50,0.8,0.4,13.716127531769672,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_0.7071067811865476_0.7071067811865475_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.0,1.0,50,0.8,0.4,179.56353306744785,True
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.7677669529663689_1.7677669529663687_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,2.5,1.0,50,0.8,0.2,0.0,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_3.8637033051562732_1.035276180410083_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,4.0,1.0,50,0.8,0.4,17.958558707955945,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_0.9659258262890683_0.25881904510252074_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.0,1.0,50,0.8,0.1,15.0,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_0.5000000000000001_0.8660254037844386_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,1.0,1.0,50,0.8,0.4,42.480340838197094,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.2500000000000002_2.1650635094610964_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,2.5,1.0,50,0.8,0.2,7.174298132086619,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.7320508075688774_0.9999999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,2.0,1.0,50,0.8,0.01,3.9964237954424675,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.0606601717798214_1.0606601717798212_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.5,1.0,50,0.8,0.05,0.006812162536334654,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_0.9659258262890683_0.25881904510252074_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.0,1.0,50,0.8,0.005,3.47286604170057,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_0.6470476127563018_2.4148145657226707_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,2.5,1.0,50,0.8,0.01,13.934207671901532,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_2.598076211353316_1.4999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,3.0,1.0,50,0.8,0.2,14.803196964332614,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.9318516525781366_0.5176380902050415_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,2.0,1.0,50,0.8,0.01,14.634830066662943,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_2.897777478867205_0.7764571353075622_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,3.0,1.0,50,0.8,0.05,0.9599782353105866,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_3.8637033051562732_1.035276180410083_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,4.0,1.0,50,0.8,0.1,55.486613190190155,True
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_2.121320343559643_2.1213203435596424_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,3.0,1.0,50,0.8,0.05,0.003805706948696752,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_2.598076211353316_1.4999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,3.0,1.0,50,0.8,0.01,13.072931723261775,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.5_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,1.5,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.7677669529663689_1.7677669529663687_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,2.5,1.0,50,0.8,0.01,0.0,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_0.7500000000000002_1.299038105676658_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,1.5,1.0,50,0.8,0.005,3.844178845835444,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.2500000000000002_2.1650635094610964_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,2.5,1.0,50,0.8,0.01,9.091421459997406,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.7320508075688774_0.9999999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,2.0,1.0,50,0.8,0.2,36.95479865486138,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_0.6470476127563018_2.4148145657226707_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,2.5,1.0,50,0.8,0.2,7.103315161981357,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.9318516525781366_0.5176380902050415_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,2.0,1.0,50,0.8,0.2,4.857288640287493,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_2.165063509461097_1.2499999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,2.5,1.0,50,0.8,0.4,37.19599831379816,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.4488887394336025_0.3882285676537811_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.5,1.0,50,0.8,0.01,12.51833559497311,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_2.4492935982947064e-16_4.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,4.0,1.0,50,0.8,0.05,0.0,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.299038105676658_0.7499999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,1.5,1.0,50,0.8,0.2,56.06325843634529,True
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.5308084989341916e-16_2.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,2.5,1.0,50,0.8,0.05,0.0061368634005702916,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.2246467991473532e-16_2.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,2.0,1.0,50,0.8,0.01,7.005974961771244e-05,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_2.165063509461097_1.2499999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,2.5,1.0,50,0.8,0.1,18.22826031252106,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.4488887394336025_0.3882285676537811_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.5,1.0,50,0.8,0.2,52.424342026761735,True
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.0606601717798214_1.0606601717798212_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.5,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_2.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,2.0,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.299038105676658_0.7499999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,1.5,1.0,50,0.8,0.01,7.0114770304098215,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.5308084989341916e-16_2.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,2.5,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.7677669529663689_1.7677669529663687_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,2.5,1.0,50,0.8,0.05,0.00498837649070083,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_3.464101615137755_1.9999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,4.0,1.0,50,0.8,0.4,87.00247942637549,True
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.0606601717798214_1.0606601717798212_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.5,1.0,50,0.8,0.2,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.2500000000000002_2.1650635094610964_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,2.5,1.0,50,0.8,0.05,14.553820909809758,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.4488887394336025_0.3882285676537811_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.5,1.0,50,0.8,0.005,12.753003735323745,False
